age,ast,blk,date_game,drb,fg,fg3,fg3a,fg_pct,fga,ft,ft_pct,fta,game_location,game_result,game_score,gs,mp,opp_id,orb,pf,pts,stl,team_id,tov,trb
23-030,12,4,2005-02-16,3,10,0,0,.588,17,8,.889,9,,W (+18),28.6,1,42:00,LAC,0,3,28,1,MIA,3,3
23-036,11,3,2005-02-22,6,9,1,2,.450,20,2,.500,4,@,L (-4),17.6,1,47:00,CHI,0,2,21,4,MIA,7,6
23-037,8,0,2005-02-23,1,13,0,1,.542,24,12,.800,15,@,L (-2),35.0,1,46:00,IND,3,3,38,5,MIA,2,4
23-040,4,1,2005-02-26,3,8,0,0,.615,13,9,.750,12,,W (+3),18.3,1,33:00,ORL,0,5,25,0,MIA,2,3
23-041,11,3,2005-02-27,1,11,0,0,.733,15,6,.857,7,@,W (+9),25.8,1,39:00,ORL,2,3,28,2,MIA,8,3
23-045,8,4,2005-03-03,5,10,0,0,.526,19,7,.583,12,@,W (+16),21.1,1,38:00,NJN,1,3,27,0,MIA,4,6
23-046,7,0,2005-03-04,5,8,1,2,.500,16,5,.833,6,,W (+21),19.4,1,33:00,SAC,2,0,22,0,MIA,2,7
23-048,4,1,2005-03-06,8,7,0,1,.318,22,4,.667,6,@,W (+20),7.9,1,40:00,CLE,2,0,18,2,MIA,6,10
23-049,7,1,2005-03-07,3,7,0,0,.500,14,18,.783,23,,W (+8),27.1,1,39:00,PHI,2,2,32,2,MIA,5,5
23-052,3,3,2005-03-10,7,6,0,0,.353,17,8,.800,10,,W (+17),14.0,1,40:00,MIN,0,0,20,2,MIA,4,7
23-054,2,1,2005-03-12,4,4,0,1,.400,10,5,.833,6,,W (+25),8.3,1,26:00,NJN,2,4,13,1,MIA,3,6
23-056,4,0,2005-03-14,3,10,1,1,.833,12,8,.889,9,,W (+39),27.1,1,26:00,MIL,0,2,29,2,MIA,2,3
23-057,5,1,2005-03-15,3,8,1,1,.533,15,7,.875,8,@,W (+2),16.8,1,39:00,NYK,0,4,24,1,MIA,4,3
23-059,5,1,2005-03-17,6,8,0,1,.500,16,11,.917,12,,W (+13),23.6,1,41:00,LAL,2,1,27,3,MIA,5,8
23-061,4,0,2005-03-19,1,12,0,0,.571,21,6,.667,9,,W (+15),23.9,1,40:00,NYK,1,2,30,5,MIA,3,2
23-064,4,0,2005-03-22,2,4,0,2,.211,19,12,.667,18,@,L (-2),5.7,1,42:00,HOU,2,5,20,1,MIA,4,4
23-067,9,1,2005-03-25,7,12,1,1,.480,25,10,.833,12,,W (+10),25.4,1,40:00,PHO,0,3,35,2,MIA,6,7
23-068,4,3,2005-03-26,2,7,0,1,.350,20,5,.625,8,@,L (-2),12.4,1,42:00,CHA,3,2,19,1,MIA,2,5
23-071,8,1,2005-03-29,3,7,0,1,.538,13,13,.813,16,,W (+12),22.2,1,42:00,TOR,1,3,27,1,MIA,5,4
23-073,6,0,2005-03-31,7,14,3,6,.467,30,6,.600,10,@,L (-6),25.1,1,44:00,IND,2,4,37,4,MIA,5,9
23-075,9,0,2005-04-02,1,11,0,0,.647,17,11,.733,15,@,W (+12),27.4,1,36:00,NOH,1,2,33,1,MIA,4,2
23-078,7,1,2005-04-05,2,13,0,2,.650,20,13,.765,17,,W (+18),29.6,1,33:00,CHI,2,4,39,1,MIA,6,4
23-081,7,0,2005-04-08,2,5,0,1,.294,17,6,.857,7,@,L (-16),7.8,1,38:00,MEM,2,2,16,1,MIA,5,4
23-083,1,0,2005-04-10,1,1,0,0,.167,6,3,.500,6,,L (-8),-4.4,1,21:00,DET,0,6,5,1,MIA,4,1
23-087,6,0,2005-04-14,8,18,2,3,.545,33,10,.769,13,@,L (-7),35.3,1,49:00,PHI,2,4,48,1,MIA,3,10
23-088,2,0,2005-04-15,2,6,0,1,.353,17,5,1.000,5,@,L (-2),8.0,1,44:00,BOS,1,3,17,0,MIA,1,3
23-090,8,1,2005-04-17,3,4,0,0,.267,15,5,.714,7,,W (+4),4.3,1,42:00,IND,2,4,13,1,MIA,7,5
23-092,3,0,2005-04-19,1,6,0,3,.462,13,2,.500,4,,W (+19),10.6,1,23:00,CHA,3,1,14,2,MIA,2,4
